year,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
2014,40000,1,False,True,False,False,False,True,False,False,False,True
2015,52517,1,False,True,False,False,False,True,False,False,False,True
2014,99117,1,False,True,False,False,False,True,False,False,False,True
2009,90000,1,False,False,False,False,True,False,True,False,False,True
2010,80000,1,False,True,False,False,False,False,True,False,False,True
2015,100000,2,False,True,False,False,False,False,True,False,False,True
2011,54000,1,False,True,False,False,False,False,True,False,False,True
2014,120000,1,False,True,False,False,False,False,True,False,False,True
2014,30000,1,False,False,False,False,True,False,True,False,False,True
2016,60000,2,False,False,False,False,True,False,True,False,False,True
2016,70000,2,False,False,False,False,True,False,True,False,False,True
2014,135000,3,False,True,False,False,False,False,True,False,True,False
2012,50000,1,False,True,False,False,False,False,True,False,False,True
2011,70000,1,False,False,False,False,True,False,True,False,False,True
2010,80000,3,False,False,False,False,True,False,True,False,True,False
2016,60000,1,False,False,False,False,True,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2008,120000,1,False,False,False,False,True,False,True,False,False,True
2015,35000,1,False,True,False,False,False,False,True,False,False,True
2013,90000,1,False,False,False,False,True,False,True,False,False,True
2007,80000,2,False,True,False,False,False,False,True,False,False,True
1998,35000,2,False,False,False,False,True,False,True,False,True,False
2013,25000,2,False,False,False,False,True,False,True,False,False,True
2014,90000,1,False,True,False,False,False,False,True,False,False,True
2013,25000,2,False,False,False,False,True,False,True,False,False,True
2016,20000,1,False,False,False,False,True,False,True,False,False,True
1998,60000,3,False,False,False,False,True,True,False,False,False,True
2015,58000,1,False,True,False,False,False,False,True,False,False,True
2014,40000,1,False,False,False,False,True,True,False,False,False,True
2005,70000,2,False,False,False,False,True,False,True,False,False,True
2012,70000,1,False,True,False,False,False,True,False,False,False,True
2013,60000,1,False,False,False,False,True,False,True,False,False,True
2014,135000,1,False,True,False,False,False,True,False,False,False,True
2015,70000,1,False,False,False,False,True,True,False,False,False,True
2013,40000,2,False,False,False,False,True,False,True,False,True,False
2015,75000,2,False,True,False,False,False,True,False,False,False,True
2010,150000,1,False,True,False,False,False,False,True,False,False,True
2012,140000,3,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,True,False,False,False,False,True,False,False,True
2012,137250,2,False,True,False,False,False,False,True,False,False,True
2013,110000,2,False,True,False,False,False,False,True,False,False,True
2012,47000,1,False,True,False,False,False,True,False,False,False,True
2013,60000,1,False,True,False,False,False,False,True,False,False,True
2008,75000,2,False,False,False,False,True,False,True,False,False,True
2010,64000,1,False,False,False,False,True,True,False,False,False,True
2015,80000,1,False,True,False,False,False,False,True,False,False,True
2003,120000,2,False,False,False,False,True,False,True,False,True,False
2013,100000,1,False,True,False,False,False,False,True,False,False,True
2013,47000,1,False,False,False,False,True,True,False,False,False,True
2010,50000,1,False,False,False,True,False,True,False,False,False,True
2015,55000,1,False,True,False,False,False,True,False,False,False,True
2009,57000,2,False,True,False,False,False,True,False,False,False,True
2014,30000,1,False,False,False,False,True,True,False,False,False,True
2013,73000,1,False,True,False,False,False,True,False,False,False,True
2016,65000,1,False,True,False,False,False,True,False,False,False,True
2009,62000,2,False,False,False,False,True,True,False,False,False,True
2007,85000,1,False,False,False,False,True,True,False,False,False,True
2010,73000,1,False,False,False,False,True,False,True,False,False,True
2012,55000,1,False,True,False,False,False,True,False,False,False,True
2016,5800,2,False,False,False,False,True,False,True,False,False,True
2009,350000,1,False,True,False,False,False,False,True,False,False,True
2007,100000,2,False,False,False,False,True,False,True,False,False,True
2013,65000,1,False,False,False,False,True,False,True,False,False,True
2013,90000,2,False,True,False,False,False,False,True,False,False,True
2011,267000,2,False,True,False,False,False,False,True,False,False,True
2005,250000,2,False,True,False,False,False,False,True,False,False,True
2011,140000,2,False,True,False,False,False,False,True,False,False,True
2010,60000,2,False,False,False,False,True,True,False,False,False,True
2014,82000,2,False,False,False,False,True,True,False,False,False,True
2006,95149,2,False,False,False,False,True,True,False,False,False,True
2010,42000,1,False,False,False,False,True,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2016,30000,1,False,False,False,False,True,False,True,False,False,True
2009,80000,2,False,False,False,False,True,False,True,False,False,True
2015,128000,1,False,True,False,False,False,False,True,False,False,True
2013,80000,1,False,True,False,False,False,False,True,False,False,True
2016,100000,1,False,True,False,False,False,False,True,False,False,True
2015,50000,1,False,True,False,False,False,False,True,False,False,True
2012,56000,1,False,True,False,False,False,False,True,False,False,True
2016,100000,1,False,True,False,False,False,False,True,False,False,True
2010,105546,1,False,False,False,False,True,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2013,35000,1,False,False,False,False,True,False,True,False,False,True
2013,120000,1,False,True,False,False,False,False,True,False,False,True
2011,120000,3,False,True,False,False,False,False,True,False,False,True
2016,70000,1,False,True,False,False,False,False,True,False,False,True
2014,130000,3,False,True,False,False,False,False,True,False,False,True
2015,60000,2,False,False,False,False,True,False,True,False,False,True
2011,110000,1,False,False,False,False,True,False,True,False,False,True
2014,130000,1,False,True,False,False,False,False,True,False,False,True
2009,80000,2,False,False,False,False,True,False,True,False,False,True
2009,120000,2,False,True,False,False,False,False,True,False,False,True
2015,104000,2,False,True,False,False,False,False,True,False,False,True
2011,100000,2,False,False,False,False,True,False,True,False,False,True
2003,132343,2,False,False,False,False,True,False,True,False,False,True
2016,90000,2,False,True,False,False,False,False,True,False,False,True
2007,60000,2,False,False,False,False,True,False,True,False,False,True
2015,76000,1,False,True,False,False,False,False,True,False,False,True
2004,60000,3,False,False,False,False,True,False,True,False,False,True
2009,30000,2,False,False,False,False,True,False,True,False,False,True
2010,96000,2,False,True,False,False,False,False,True,False,False,True
2015,24600,1,False,False,False,False,True,True,False,False,False,True
2011,28481,1,False,False,False,False,True,True,False,False,False,True
2013,100000,1,False,False,False,False,True,False,True,False,False,True
2013,41988,1,False,True,False,False,False,True,False,False,False,True
2009,30375,1,False,False,False,False,True,True,False,False,False,True
2015,26134,1,False,False,False,False,True,True,False,False,False,True
2014,28942,1,False,False,False,False,True,True,False,False,True,False
2012,53600,1,False,True,False,False,False,True,False,False,False,True
2015,53652,1,False,True,False,False,False,True,False,False,False,True
2011,52895,1,False,True,False,False,False,True,False,False,False,True
2013,42324,2,False,True,False,False,False,True,False,False,False,True
2016,65000,1,False,True,False,False,False,True,False,False,False,True
2012,60236,1,False,True,False,False,False,True,False,False,False,True
2014,70000,2,False,False,False,False,True,False,True,False,False,True
2014,70000,3,False,False,False,False,True,False,True,False,False,True
2009,100000,2,False,True,False,False,False,False,True,False,False,True
2008,110000,1,False,True,False,False,False,False,True,False,False,True
2014,120000,2,False,True,False,False,False,False,True,False,False,True
2012,142000,1,False,True,False,False,False,False,True,False,False,True
2016,52600,1,False,True,False,False,False,False,True,False,False,True
2016,28643,1,False,False,False,False,True,True,False,False,False,True
2014,50000,1,False,True,False,False,False,False,True,False,False,True
2013,47253,1,False,True,False,False,False,True,False,False,False,True
2015,4432,2,False,False,False,False,True,True,False,False,True,False
2010,110000,2,False,False,False,False,True,False,True,False,False,True
2014,25000,1,False,False,False,False,True,False,True,False,False,True
2009,70000,2,False,True,False,False,False,False,True,False,False,True
2016,68523,1,False,False,False,False,True,True,False,False,False,True
2010,80251,2,True,False,False,False,False,True,False,False,False,True
2010,34500,2,False,False,False,False,True,False,True,False,False,True
2000,42743,3,False,False,False,False,True,True,False,False,False,True
2013,93900,2,False,True,False,False,False,False,True,False,False,True
2004,80000,1,False,False,False,False,True,False,True,False,False,True
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2011,100000,2,False,True,False,False,False,False,True,False,True,False
2012,25000,1,False,True,False,False,False,False,True,False,False,True
2012,25000,1,False,True,False,False,False,False,True,False,False,True
2009,25000,1,False,False,False,False,True,False,True,False,False,True
2013,10000,1,False,False,False,False,True,False,True,False,False,True
2010,110000,2,False,False,False,False,True,False,True,False,False,True
2014,80000,2,False,True,False,False,False,False,True,False,False,True
2016,21000,1,False,False,False,False,True,False,True,False,False,True
2016,20000,1,False,False,False,False,True,False,True,False,False,True
2015,32000,1,False,True,False,False,False,False,True,False,False,True
2007,180000,1,False,True,False,False,False,False,True,False,False,True
2012,70000,2,False,True,False,False,False,False,True,False,False,True
2013,50000,1,False,True,False,False,False,False,True,False,False,True
2013,50000,1,False,True,False,False,False,False,True,False,False,True
2004,120000,1,False,True,False,False,False,False,True,False,False,True
2012,55766,2,False,False,False,False,True,False,True,False,False,True
2011,40000,2,False,False,False,False,True,False,True,False,False,True
2001,60000,3,False,False,False,False,True,False,True,False,False,True
2008,50000,1,False,False,False,False,True,False,True,False,False,True
2010,110000,2,False,True,False,False,False,False,True,False,False,True
2013,1000,2,False,True,False,False,False,True,False,False,False,True
2012,110000,2,False,False,False,False,True,False,True,False,False,True
2015,68745,1,False,True,False,False,False,True,False,False,False,True
2006,132000,1,False,False,False,False,True,False,True,False,False,True
2016,47000,1,False,True,False,False,False,False,True,False,False,True
2013,100000,1,False,True,False,False,False,False,True,False,False,True
2010,80000,1,False,True,False,False,False,False,True,False,False,True
2006,40000,2,False,False,False,False,True,False,True,False,False,True
2016,24662,1,False,False,False,False,True,True,False,False,False,True
2013,37000,1,False,True,False,False,False,True,False,False,False,True
2014,28245,1,False,True,False,False,False,True,False,False,False,True
2014,39227,1,False,False,False,False,True,True,False,False,False,True
2016,31367,1,False,True,False,False,False,True,False,False,False,True
2008,35008,1,False,False,False,False,True,True,False,False,False,True
2009,27005,1,False,False,False,False,True,True,False,False,False,True
2001,86000,2,False,False,False,False,True,False,True,False,False,True
2013,50000,1,False,True,False,False,False,False,True,False,False,True
2010,50000,1,False,False,False,False,True,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2006,135000,4,False,False,False,True,False,False,True,False,False,True
2003,120000,3,False,True,False,False,False,False,True,False,False,True
2015,113600,1,False,True,False,False,False,False,True,False,False,True
2008,70000,3,False,False,False,False,True,False,True,False,False,True
2016,138925,1,False,False,False,False,True,True,False,False,False,True
2016,121764,1,False,True,False,False,False,True,False,False,False,True
2016,105429,1,False,False,False,False,True,True,False,False,False,True
2015,35000,1,False,False,False,False,True,False,True,False,False,True
2008,70000,3,False,False,False,False,True,False,True,False,False,True
2000,80000,1,False,False,False,False,True,False,True,False,False,True
2014,54000,2,False,False,False,False,True,True,False,False,False,True
2012,55300,1,False,True,False,False,False,True,False,False,True,False
2016,11958,1,False,False,False,False,True,True,False,False,False,True
2015,70000,1,False,True,False,False,False,False,True,False,False,True
2013,120000,1,False,True,False,False,False,False,True,False,False,True
2014,23122,2,False,False,False,False,True,True,False,False,False,True
2007,58000,2,False,False,False,False,True,True,False,False,False,True
2013,62200,1,False,True,False,False,False,True,False,False,False,True
2014,34000,2,False,True,False,False,False,True,False,False,True,False
2015,53000,2,False,True,False,False,False,False,True,False,False,True
2013,49000,1,False,True,False,False,False,True,False,False,True,False
2012,44500,2,False,True,False,False,False,True,False,False,False,True
2013,50000,1,False,False,False,False,True,False,True,False,False,True
2013,53000,1,False,True,False,False,False,True,False,False,True,False
2009,63500,1,False,False,False,False,True,True,False,False,True,False
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2014,100000,2,False,True,False,False,False,False,True,False,False,True
2006,110000,3,False,False,False,False,True,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2008,140000,1,False,False,False,False,True,False,True,False,False,True
2015,50000,2,False,True,False,False,False,False,True,False,False,True
2012,70000,2,False,True,False,False,False,False,True,False,False,True
2008,154000,3,False,True,False,False,False,False,True,False,False,True
2012,80000,1,False,False,False,False,True,False,True,False,False,True
2003,110000,2,False,True,False,False,False,False,True,False,False,True
2013,90000,2,False,True,False,False,False,False,True,False,False,True
2011,86000,2,False,True,False,False,False,False,True,False,True,False
2014,120000,1,False,True,False,False,False,False,True,False,False,True
2010,60000,2,False,False,False,False,True,False,True,False,False,True
2011,46000,1,False,False,False,False,True,False,True,False,False,True
2006,40000,2,False,False,False,False,True,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2012,90000,1,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,True,False,False,False,False,True,False,False,True
2011,80000,1,False,True,False,False,False,False,True,False,False,True
2009,95000,2,False,True,False,False,False,False,True,False,False,True
2012,50000,1,False,False,False,False,True,False,True,False,False,True
2012,90000,1,False,True,False,False,False,False,True,False,False,True
2013,45839,1,False,False,False,False,True,True,False,False,False,True
2010,74510,1,False,False,False,False,True,True,False,False,False,True
2009,87293,1,False,False,False,False,True,True,False,False,False,True
2012,156040,1,False,True,False,False,False,True,False,False,False,True
2004,93415,1,False,True,False,False,False,True,False,False,False,True
2015,80000,2,False,False,False,False,True,False,True,False,False,True
2013,90000,1,False,False,False,False,True,False,True,False,False,True
2011,68519,1,False,False,False,False,True,True,False,False,False,True
2012,55130,1,False,True,False,False,False,True,False,False,False,True
2014,65239,1,False,False,False,False,True,True,False,False,False,True
2015,58182,1,False,False,False,False,True,True,False,False,False,True
2012,91245,1,False,True,False,False,False,True,False,False,False,True
2013,102989,1,False,True,False,False,False,True,False,False,False,True
2010,50000,1,False,False,False,False,True,False,True,False,False,True
2000,120000,1,False,False,False,False,True,False,True,False,False,True
2014,90000,1,False,True,False,False,False,False,True,False,False,True
2007,80000,2,False,False,False,False,True,False,True,False,False,True
2013,100000,1,False,True,False,False,False,False,True,False,False,True
2002,50000,3,False,True,False,False,False,False,True,False,False,True
2008,100000,2,False,False,False,False,True,False,True,False,False,True
2016,90000,3,False,True,False,False,False,False,True,False,False,True
2005,60000,3,False,False,False,False,True,False,True,False,False,True
2007,120000,3,False,False,False,False,True,False,True,False,False,True
2008,90000,2,False,True,False,False,False,False,True,False,True,False
2015,60000,2,False,True,False,False,False,False,True,False,False,True
2015,30000,2,False,True,False,False,False,False,True,False,False,True
2011,108000,2,False,True,False,False,False,False,True,False,False,True
2012,160000,2,False,True,False,False,False,False,True,False,False,True
2006,90000,3,False,False,False,False,True,False,True,False,False,True
2010,120000,3,False,True,False,False,False,False,True,False,False,True
2012,102000,2,False,True,False,False,False,False,True,False,False,True
2009,178000,2,False,True,False,False,False,False,True,False,False,True
2014,200000,2,False,True,False,False,False,False,True,False,False,True
2012,60000,1,False,False,False,False,True,True,False,False,False,True
2006,75118,2,False,False,False,False,True,False,True,False,False,True
2013,140000,2,False,True,False,False,False,False,True,False,False,True
2014,60000,2,False,False,False,False,True,False,True,False,False,True
2006,79000,4,False,False,False,False,True,True,False,False,False,True
2005,25000,2,False,False,False,False,True,False,True,False,False,True
2005,70000,1,False,False,False,False,True,False,True,False,False,True
2008,41723,2,False,False,False,False,True,False,True,False,False,True
2010,70000,1,False,False,False,False,True,False,True,False,False,True
2012,70000,2,False,True,False,False,False,False,True,False,False,True
2005,4637,2,False,False,False,False,True,False,True,False,False,True
2016,70000,1,False,True,False,False,False,False,True,False,False,True
2014,100000,2,False,True,False,False,False,False,True,False,False,True
2009,120000,2,False,True,False,False,False,False,True,False,False,True
2015,40000,2,False,True,False,False,False,False,True,False,False,True
2009,220000,1,False,True,False,False,False,False,True,False,False,True
2009,95000,2,False,True,False,False,False,False,True,False,False,True
2012,42655,1,False,True,False,False,False,False,True,False,False,True
2012,70000,1,False,True,False,False,False,False,True,False,False,True
2010,55000,1,False,False,False,False,True,False,True,False,False,True
2010,80000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,1,False,True,False,False,False,False,True,False,False,True
2010,110000,1,False,False,False,False,True,False,True,False,True,False
2010,60000,3,False,False,False,False,True,False,True,False,False,True
2013,80000,2,False,True,False,False,False,False,True,False,False,True
2012,90000,1,False,False,False,False,True,False,True,False,False,True
2003,50000,1,False,False,False,False,True,False,True,False,False,True
2012,50000,1,False,False,False,False,True,False,True,False,False,True
2012,70000,1,False,True,False,False,False,False,True,False,False,True
2014,110000,1,False,True,False,False,False,False,True,False,False,True
2012,80000,2,False,False,False,False,True,False,True,False,False,True
2012,156000,1,False,True,False,False,False,False,True,False,False,True
2012,180000,1,False,True,False,False,False,False,True,False,False,True
2004,120000,1,False,False,False,False,True,False,True,False,False,True
2015,50000,1,False,True,False,False,False,False,True,False,False,True
2012,26000,1,False,True,False,False,False,False,True,False,False,True
2008,30000,1,False,False,False,False,True,False,True,False,False,True
2014,50000,1,False,True,False,False,False,False,True,False,False,True
2008,30000,2,False,False,False,False,True,False,True,False,False,True
2011,78000,1,False,False,False,False,True,False,True,False,False,True
2011,40000,2,False,False,False,False,True,False,True,False,False,True
2014,100000,1,False,False,False,False,True,False,True,False,False,True
2009,70000,3,False,False,False,False,True,False,True,False,False,True
2014,30000,2,False,True,False,False,False,False,True,False,False,True
2008,77000,3,False,False,False,False,True,False,True,False,True,False
2011,150000,1,False,True,False,False,False,False,True,False,False,True
2016,69000,1,False,True,False,False,False,False,True,False,False,True
2016,120000,1,False,True,False,False,False,False,True,False,True,False
2012,120000,2,False,True,False,False,False,False,True,False,False,True
2008,110000,2,False,False,False,False,True,False,True,False,False,True
2013,110000,1,False,True,False,False,False,False,True,False,False,True
2009,50000,1,False,True,False,False,False,False,True,False,False,True
2012,44000,1,False,False,False,False,True,False,True,False,False,True
2010,90000,2,False,False,False,False,True,False,True,False,False,True
2014,50000,2,False,False,False,False,True,False,True,False,False,True
2012,50000,1,False,False,False,False,True,False,True,False,False,True
2014,146000,1,False,True,False,False,False,False,True,False,False,True
2015,60000,1,False,False,False,False,True,False,True,False,False,True
2016,35000,2,False,False,False,False,True,False,True,False,False,True
2012,80000,1,False,True,False,False,False,False,True,False,False,True
2010,90000,1,False,False,False,False,True,False,True,False,False,True
2011,70000,2,False,False,False,False,True,False,True,False,False,True
2013,62000,2,False,False,False,False,True,False,True,False,False,True
2010,80000,4,True,False,False,False,False,False,True,False,False,True
2015,35000,2,False,False,False,False,True,False,True,False,False,True
2013,1000,2,False,True,False,False,False,True,False,False,False,True
2013,86000,1,False,True,False,False,False,True,False,False,True,False
2016,52600,1,False,True,False,False,False,False,True,False,False,True
2012,110000,2,False,False,False,False,True,False,True,False,False,True
2016,7104,1,False,False,False,False,True,False,False,True,False,True
2015,11918,1,False,False,False,False,True,False,False,True,False,True
2016,41000,1,False,False,False,False,True,True,False,False,False,True
2015,45974,1,False,True,False,False,False,False,False,True,False,True
2012,49824,1,False,False,False,False,True,True,False,False,False,True
2013,58500,1,False,True,False,False,False,True,False,False,True,False
2005,56580,1,False,False,False,False,True,True,False,False,False,True
2012,52000,1,False,True,False,False,False,True,False,False,False,True
2015,55340,1,False,False,False,False,True,False,False,True,False,True
2012,120000,3,False,True,False,False,False,False,True,False,False,True
2013,60000,1,False,False,False,False,True,False,True,False,False,True
2008,90000,2,False,False,False,False,True,False,True,False,False,True
2010,250000,2,False,True,False,False,False,False,True,False,False,True
2012,55766,2,False,False,False,False,True,False,True,False,False,True
2006,80000,1,False,False,False,False,True,False,True,False,False,True
2001,117000,2,False,False,False,False,True,False,True,False,False,True
2004,70000,1,False,False,False,False,True,False,True,False,False,True
2012,110000,2,False,True,False,False,False,False,True,False,False,True
2016,100000,2,False,True,False,False,False,False,True,False,False,True
2016,105000,2,False,True,False,False,False,False,True,False,False,True
2009,182000,3,False,True,False,False,False,False,True,False,False,True
2012,95000,2,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,False,False,False,True,False,True,False,False,True
2009,76000,2,False,False,False,False,True,False,True,False,False,True
2014,70000,2,False,True,False,False,False,False,True,False,False,True
2013,46000,1,False,True,False,False,False,False,True,False,False,True
1999,70000,1,False,False,False,False,True,False,True,False,False,True
2005,120000,2,False,True,False,False,False,False,True,False,False,True
2006,90000,1,False,False,False,False,True,False,True,False,False,True
2016,50000,1,False,True,False,False,False,False,True,False,False,True
2001,70000,1,False,False,False,False,True,False,True,False,False,True
2011,110000,3,False,True,False,False,False,False,True,False,False,True
2010,100000,1,False,False,False,False,True,False,True,False,False,True
2011,110000,2,False,True,False,False,False,False,True,False,False,True
2011,100000,2,False,True,False,False,False,False,True,False,False,True
2009,65000,1,False,False,False,False,True,False,True,False,False,True
2015,40000,3,False,True,False,False,False,False,True,False,False,True
2016,15000,1,False,False,False,False,True,False,True,False,False,True
2012,82000,2,False,True,False,False,False,False,True,False,False,True
2016,40000,1,False,True,False,False,False,False,True,False,False,True
2014,173000,3,False,True,False,False,False,False,True,False,False,True
2014,151000,2,False,True,False,False,False,False,True,False,False,True
2015,50000,1,False,False,False,False,True,False,True,False,False,True
2016,50000,1,True,False,False,False,False,False,True,False,False,True
2012,120000,2,False,True,False,False,False,False,True,False,True,False
2007,70000,3,False,False,False,True,False,False,True,False,False,True
2015,90000,1,False,False,False,False,True,False,True,False,False,True
2012,185000,2,False,True,False,False,False,False,True,False,False,True
2016,40000,1,False,True,False,False,False,False,True,False,False,True
2013,117780,2,False,True,False,False,False,False,True,False,False,True
2010,120000,2,False,True,False,False,False,False,True,False,False,True
2013,120000,3,False,True,False,False,False,False,True,False,False,True
2014,110000,2,False,True,False,False,False,False,True,False,True,False
2015,60000,1,False,True,False,False,False,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2015,55000,2,False,True,False,False,False,False,True,False,False,True
2014,100000,2,False,True,False,False,False,False,True,False,False,True
2007,40000,2,False,False,False,False,True,False,True,False,False,True
2006,80000,3,False,False,False,False,True,False,True,False,True,False
2006,80000,4,False,False,False,False,True,False,True,False,True,False
2010,110000,2,False,True,False,False,False,False,True,False,False,True
2011,160000,1,False,True,False,False,False,False,True,False,False,True
2013,125000,1,False,True,False,False,False,False,True,False,False,True
2011,62000,2,False,False,False,False,True,False,True,False,False,True
2011,120000,2,False,True,False,False,False,False,True,False,False,True
2016,33000,2,False,False,False,False,True,False,True,False,False,True
2013,80000,4,False,True,False,False,False,False,True,False,False,True
2015,50000,1,False,True,False,False,False,False,True,False,False,True
2016,12000,1,False,False,False,False,True,False,True,False,False,True
2016,81595,1,False,True,False,False,False,True,False,False,False,True
2005,22000,1,False,False,False,False,True,False,True,False,False,True
2015,40000,1,False,False,False,False,True,False,True,False,False,True
2008,40000,2,False,False,False,False,True,False,True,False,False,True
2013,70000,2,False,True,False,False,False,False,True,False,False,True
2015,24000,1,False,True,False,False,False,False,True,False,True,False
2013,40000,1,False,True,False,False,False,False,True,False,False,True
2012,62000,2,False,False,False,False,True,False,True,False,False,True
2016,24000,1,False,True,False,False,False,True,False,False,False,True
2009,50000,3,False,False,False,False,True,False,True,False,False,True
2016,40000,1,False,False,False,False,True,False,True,False,False,True
2009,80000,2,False,False,False,False,True,False,True,False,False,True
2005,221000,3,False,True,False,False,False,False,True,False,False,True
2016,80000,1,False,True,False,False,False,False,True,False,False,True
2012,119000,2,False,True,False,False,False,False,True,False,False,True
2009,190000,2,False,True,False,False,False,False,True,False,False,True
2013,28740,1,False,False,False,False,True,False,True,False,False,True
2010,48500,1,False,False,False,False,True,False,True,False,False,True
2012,110000,2,False,False,False,False,True,False,True,False,False,True
2011,120000,2,False,True,False,False,False,False,True,False,False,True
2014,130000,1,False,True,False,False,False,False,True,False,True,False
2008,140000,2,False,True,False,False,False,False,True,False,False,True
2011,90000,1,False,True,False,False,False,False,True,False,False,True
2010,50000,1,False,False,False,False,True,False,True,False,False,True
2008,50000,2,False,False,False,False,True,False,True,False,False,True
2006,60000,2,False,False,False,False,True,False,True,False,False,True
2015,15000,2,False,False,False,False,True,False,True,False,False,True
2015,45000,1,False,False,False,False,True,False,True,False,False,True
2005,80000,3,False,False,False,False,True,False,True,False,False,True
2016,80000,1,False,True,False,False,False,False,True,False,False,True
2002,120000,4,False,True,False,False,False,False,True,False,False,True
2016,25000,1,False,True,False,False,False,False,True,False,False,True
2010,96000,3,False,False,False,False,True,False,True,False,False,True
2014,54000,2,False,False,False,False,True,True,False,False,False,True
2013,53000,1,False,False,False,False,True,True,False,False,False,True
2010,65000,1,False,True,False,False,False,True,False,False,False,True
2015,43000,1,False,False,False,False,True,True,False,False,False,True
2012,42000,1,False,False,False,False,True,True,False,False,False,True
2011,73000,1,False,True,False,False,False,True,False,False,True,False
2015,29000,1,False,False,False,False,True,True,False,False,False,True
2013,95000,1,False,True,False,False,False,True,False,False,False,True
2014,25000,1,False,False,False,False,True,False,True,False,False,True
2011,53000,2,False,False,False,False,True,True,False,False,False,True
2011,20000,1,False,False,False,False,True,True,False,False,False,True
2014,57000,1,False,False,False,False,True,True,False,False,False,True
2014,52000,1,False,True,False,False,False,True,False,False,False,True
2008,40000,1,False,False,False,False,True,False,True,False,False,True
2012,47000,1,False,False,False,False,True,True,False,False,False,True
2012,47000,2,False,False,False,False,True,True,False,False,False,True
2016,73000,1,False,True,False,False,False,True,False,False,False,True
2012,42000,2,False,False,False,False,True,True,False,False,False,True
2012,60000,3,False,False,False,False,True,True,False,False,False,True
2012,50000,1,False,True,False,False,False,False,True,False,False,True
2015,120000,1,False,False,False,False,True,False,True,False,False,True
2012,50000,1,False,False,False,False,True,False,True,False,False,True
1999,70000,4,False,False,False,False,True,False,True,False,False,True
2013,80000,1,False,False,False,False,True,False,True,False,False,True
1998,80000,4,False,False,False,False,True,False,True,False,False,True
2013,75000,2,False,True,False,False,False,False,True,False,False,True
2009,45000,3,False,True,False,False,False,False,True,False,True,False
2007,100000,2,False,True,False,False,False,False,True,False,False,True
2014,60000,2,False,True,False,False,False,False,True,False,False,True
2011,160000,2,False,True,False,False,False,False,True,False,False,True
2015,50000,1,False,False,False,False,True,False,True,False,False,True
2014,80000,2,False,False,False,False,True,False,True,False,False,True
2016,60000,2,False,False,False,False,True,False,True,False,False,True
2015,148620,1,False,True,False,False,False,True,False,False,False,True
2012,70000,2,False,True,False,False,False,False,True,False,False,True
2011,150000,2,False,True,False,False,False,False,True,False,False,True
2010,90000,4,False,False,False,False,True,False,True,False,False,True
2016,80000,2,False,True,False,False,False,False,True,False,False,True
2010,80000,2,False,True,False,False,False,False,True,False,False,True
2008,50000,3,False,False,False,False,True,False,True,False,False,True
2002,70000,2,False,False,False,False,True,False,True,False,False,True
2009,120000,2,False,False,False,False,True,False,True,False,True,False
2014,70000,1,False,True,False,False,False,False,True,False,True,False
2012,55300,1,False,True,False,False,False,True,False,False,True,False
2012,74300,1,False,True,False,False,False,True,False,False,False,True
2010,48781,1,False,False,False,False,True,True,False,False,False,True
2010,87620,1,False,True,False,False,False,True,False,False,True,False
2011,11473,1,False,False,False,False,True,True,False,False,False,True
2012,49000,1,False,False,False,False,True,True,False,False,False,True
2015,31080,1,False,False,False,False,True,True,False,False,False,True
2014,37605,1,False,False,False,False,True,True,False,False,False,True
2014,55850,1,False,True,False,False,False,True,False,False,False,True
2010,58850,1,False,False,False,False,True,True,False,False,False,True
2015,23839,1,False,False,False,False,True,True,False,False,False,True
2016,54000,1,False,True,False,False,False,True,False,False,False,True
2013,38000,1,False,False,False,False,True,True,False,False,True,False
2012,45454,1,False,True,False,False,False,True,False,False,False,True
2015,46957,1,False,True,False,False,False,True,False,False,True,False
2016,30000,1,False,False,False,False,True,False,True,False,False,True
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2007,223000,4,False,True,False,False,False,False,True,False,False,True
2011,110000,1,False,True,False,False,False,False,True,False,False,True
2006,120000,2,False,False,False,False,True,False,True,False,False,True
2008,100000,2,False,False,False,False,True,False,True,False,False,True
2014,100000,2,False,True,False,False,False,False,True,False,False,True
2006,60000,2,False,False,False,False,True,False,True,False,False,True
2008,270000,3,False,True,False,False,False,False,True,False,False,True
2011,60000,2,False,True,False,False,False,False,True,False,False,True
2009,41090,1,False,False,False,False,True,False,True,False,False,True
2012,296823,1,False,True,False,False,False,False,True,False,False,True
