,income
9934,<=50K
17569,<=50K
15207,>50K
14395,>50K
4473,<=50K
27264,<=50K
23711,<=50K
11725,<=50K
26129,<=50K
4120,<=50K
6802,<=50K
15240,>50K
18378,<=50K
22049,<=50K
23267,<=50K
16422,<=50K
21526,<=50K
22274,<=50K
2564,<=50K
15868,<=50K
22584,<=50K
12856,<=50K
4803,<=50K
10677,>50K
882,>50K
6520,>50K
10960,<=50K
19426,<=50K
48,<=50K
5849,<=50K
14665,<=50K
18084,<=50K
21931,>50K
23196,<=50K
28580,<=50K
49,<=50K
24056,<=50K
3581,<=50K
7511,<=50K
15005,<=50K
16366,<=50K
22213,<=50K
27074,<=50K
19868,<=50K
25343,<=50K
23690,<=50K
24760,<=50K
10063,<=50K
20072,<=50K
9595,<=50K
2776,<=50K
13542,>50K
11831,>50K
20924,<=50K
20069,<=50K
9828,>50K
20304,<=50K
14939,<=50K
3167,>50K
6272,<=50K
5387,<=50K
29757,<=50K
21984,<=50K
11966,<=50K
3578,<=50K
18068,<=50K
6214,<=50K
27634,<=50K
18094,<=50K
8153,>50K
9645,>50K
5741,<=50K
16636,>50K
20016,<=50K
29179,<=50K
2269,<=50K
454,<=50K
29932,<=50K
25125,<=50K
28502,>50K
2,<=50K
28924,<=50K
28688,<=50K
1014,<=50K
15638,<=50K
3713,<=50K
30629,<=50K
6961,>50K
6553,<=50K
24930,>50K
6267,<=50K
26389,<=50K
1351,>50K
16347,<=50K
25793,<=50K
30256,<=50K
8003,<=50K
18956,<=50K
20464,<=50K
22826,>50K
26185,<=50K
11199,<=50K
5623,<=50K
22450,<=50K
22603,<=50K
8283,>50K
23176,<=50K
11684,<=50K
10780,<=50K
27998,>50K
14569,<=50K
11809,<=50K
30188,>50K
21623,<=50K
13903,<=50K
11283,<=50K
10729,<=50K
22237,<=50K
8973,<=50K
14288,<=50K
30054,<=50K
8938,>50K
13709,<=50K
8277,<=50K
19984,>50K
30199,<=50K
24116,>50K
10804,<=50K
17393,>50K
8670,<=50K
4202,<=50K
12550,<=50K
13951,>50K
2715,>50K
8610,<=50K
7398,>50K
26478,<=50K
337,<=50K
19407,<=50K
17785,<=50K
16629,<=50K
12876,<=50K
23867,>50K
28255,<=50K
7392,<=50K
6390,<=50K
2456,<=50K
21166,<=50K
16783,<=50K
28296,<=50K
9798,<=50K
7681,>50K
24303,>50K
5461,<=50K
6575,>50K
4145,<=50K
29900,<=50K
24011,<=50K
25113,<=50K
13761,<=50K
1132,<=50K
6232,<=50K
11928,<=50K
7166,>50K
15059,<=50K
6275,<=50K
7965,<=50K
16591,<=50K
30369,<=50K
20204,>50K
3337,<=50K
488,>50K
7714,>50K
6740,>50K
20223,<=50K
18806,>50K
29290,<=50K
12751,<=50K
1468,<=50K
19249,<=50K
26268,<=50K
3043,<=50K
26930,<=50K
20178,<=50K
115,<=50K
9253,<=50K
29197,<=50K
6775,<=50K
18299,>50K
27912,<=50K
29696,<=50K
7080,<=50K
1554,<=50K
5820,<=50K
84,<=50K
5057,<=50K
26026,<=50K
4789,<=50K
16354,>50K
26485,>50K
1402,<=50K
22364,<=50K
11088,<=50K
21152,<=50K
3095,<=50K
19044,<=50K
11619,<=50K
12869,<=50K
27316,>50K
16726,>50K
3901,>50K
3633,<=50K
10037,<=50K
10223,<=50K
9946,<=50K
22040,<=50K
22667,<=50K
25001,>50K
6572,<=50K
28608,<=50K
26362,<=50K
29960,>50K
28611,<=50K
995,<=50K
10616,<=50K
17464,<=50K
8985,<=50K
22725,<=50K
12400,<=50K
1246,<=50K
2254,<=50K
7902,<=50K
22558,<=50K
19085,<=50K
18705,<=50K
3364,>50K
20762,<=50K
9232,<=50K
4164,<=50K
12462,>50K
652,<=50K
30236,>50K
11407,<=50K
68,<=50K
19116,<=50K
23727,<=50K
10651,<=50K
7352,>50K
22573,>50K
20052,>50K
4277,<=50K
7526,<=50K
22848,>50K
24345,<=50K
25338,<=50K
26256,>50K
23442,>50K
8232,<=50K
15874,>50K
29857,<=50K
17080,<=50K
11970,>50K
15014,<=50K
24368,<=50K
29087,>50K
10862,<=50K
5991,<=50K
7447,<=50K
1055,<=50K
27843,<=50K
5524,<=50K
14985,<=50K
15183,<=50K
15003,<=50K
25457,>50K
20666,<=50K
2721,<=50K
23304,<=50K
19083,<=50K
21816,<=50K
26675,>50K
13420,>50K
2766,>50K
4575,>50K
30211,<=50K
1951,<=50K
17701,<=50K
12107,<=50K
801,<=50K
22701,<=50K
20532,<=50K
25110,<=50K
18781,>50K
5206,>50K
26002,>50K
5355,<=50K
14760,>50K
3064,>50K
29366,<=50K
23821,<=50K
26242,<=50K
26355,<=50K
22569,<=50K
3272,>50K
25903,>50K
25419,<=50K
28460,<=50K
19636,<=50K
9082,<=50K
19173,<=50K
23229,<=50K
11661,<=50K
2606,<=50K
7944,>50K
21217,<=50K
21667,<=50K
12609,<=50K
10245,<=50K
1765,<=50K
28452,<=50K
19758,<=50K
12344,<=50K
19650,<=50K
24391,<=50K
23087,<=50K
29270,<=50K
11019,<=50K
13135,<=50K
12127,<=50K
25278,<=50K
28615,<=50K
27954,>50K
28808,<=50K
22979,<=50K
1333,<=50K
29830,<=50K
17465,<=50K
24800,>50K
8596,>50K
17399,<=50K
24581,<=50K
4536,<=50K
11169,<=50K
3509,<=50K
29547,<=50K
9767,<=50K
12712,<=50K
5432,<=50K
30008,>50K
3676,<=50K
4636,<=50K
5243,<=50K
7628,<=50K
26023,<=50K
28499,<=50K
8316,<=50K
8579,<=50K
22335,>50K
9073,<=50K
1202,<=50K
6336,<=50K
6851,<=50K
2638,<=50K
7503,<=50K
20335,<=50K
9894,<=50K
20073,>50K
3494,<=50K
12360,>50K
17537,<=50K
29871,<=50K
5499,<=50K
25273,<=50K
27098,<=50K
5963,<=50K
7319,<=50K
12556,<=50K
15898,<=50K
20373,<=50K
16013,<=50K
9202,<=50K
10828,<=50K
13076,<=50K
21159,>50K
5701,<=50K
14548,<=50K
14804,<=50K
9112,<=50K
26841,<=50K
24828,<=50K
3443,>50K
4527,<=50K
25386,<=50K
7247,<=50K
17330,>50K
28804,<=50K
30571,<=50K
24548,>50K
29384,>50K
22595,<=50K
9853,>50K
130,<=50K
25701,<=50K
23155,<=50K
26302,<=50K
27350,>50K
10702,<=50K
27020,<=50K
30130,>50K
21743,<=50K
28467,<=50K
2692,<=50K
19927,>50K
9478,<=50K
21649,<=50K
4801,<=50K
2806,<=50K
3324,<=50K
14649,<=50K
14358,<=50K
16934,<=50K
29809,<=50K
8465,<=50K
12677,<=50K
1611,<=50K
2785,<=50K
5308,<=50K
7261,>50K
25474,>50K
20297,>50K
3981,<=50K
14314,<=50K
5601,<=50K
845,<=50K
12771,<=50K
15780,>50K
10843,<=50K
8722,<=50K
12632,>50K
27574,<=50K
9043,>50K
22684,>50K
18665,<=50K
13622,<=50K
690,<=50K
20699,<=50K
6676,<=50K
8386,<=50K
1985,<=50K
21259,<=50K
23274,<=50K
30168,<=50K
20048,<=50K
9325,>50K
12770,>50K
28938,<=50K
12393,<=50K
709,<=50K
4339,<=50K
29624,>50K
28588,>50K
29447,<=50K
14831,<=50K
17733,<=50K
11930,<=50K
23825,<=50K
25259,<=50K
19805,<=50K
25019,<=50K
27352,>50K
4227,<=50K
19466,<=50K
14210,<=50K
3422,>50K
23094,<=50K
21653,<=50K
24550,<=50K
25435,<=50K
282,<=50K
4089,<=50K
30016,>50K
7452,<=50K
16563,>50K
27395,<=50K
1638,<=50K
21300,>50K
16214,<=50K
19809,<=50K
15755,<=50K
5179,<=50K
26669,>50K
27923,<=50K
25476,>50K
10465,<=50K
11700,<=50K
21336,<=50K
2826,<=50K
11833,>50K
11442,<=50K
10788,<=50K
20713,<=50K
22299,>50K
27910,<=50K
18995,>50K
17513,<=50K
6578,<=50K
12455,<=50K
30270,>50K
23335,<=50K
20290,>50K
24281,>50K
24626,<=50K
24358,>50K
27828,<=50K
4015,<=50K
17029,<=50K
19226,<=50K
3817,<=50K
19054,<=50K
27756,>50K
30404,<=50K
8261,<=50K
17004,>50K
18481,<=50K
7252,>50K
2125,<=50K
5730,<=50K
25254,<=50K
21787,<=50K
26245,<=50K
1171,>50K
16303,<=50K
12679,<=50K
25148,<=50K
9156,<=50K
3117,>50K
8932,<=50K
20775,<=50K
17735,<=50K
5340,>50K
4342,<=50K
29036,>50K
3482,<=50K
19136,>50K
9794,<=50K
3770,<=50K
30022,<=50K
30113,<=50K
15586,>50K
10437,>50K
17163,<=50K
23922,<=50K
6400,<=50K
14012,<=50K
22533,>50K
28892,<=50K
19269,<=50K
15495,>50K
16304,<=50K
3332,<=50K
7378,<=50K
5818,<=50K
30079,<=50K
4368,<=50K
307,<=50K
16723,<=50K
27723,<=50K
26779,<=50K
25530,<=50K
9012,<=50K
26630,<=50K
22336,<=50K
26845,<=50K
8724,>50K
15331,<=50K
10614,<=50K
19336,<=50K
21105,<=50K
18259,>50K
10292,<=50K
12929,<=50K
29368,<=50K
18005,<=50K
30234,<=50K
1925,>50K
9514,<=50K
11869,>50K
13047,<=50K
28589,<=50K
19934,<=50K
29442,<=50K
22935,<=50K
5166,<=50K
5368,<=50K
3210,<=50K
10448,<=50K
19463,<=50K
6361,<=50K
15831,<=50K
7071,<=50K
9607,>50K
10878,>50K
2426,>50K
18110,>50K
22208,<=50K
9834,>50K
5557,<=50K
7042,<=50K
23734,>50K
2928,<=50K
22292,<=50K
23812,<=50K
14554,<=50K
24609,<=50K
4981,<=50K
15860,<=50K
2738,<=50K
7401,>50K
23062,<=50K
19063,>50K
28116,>50K
27875,>50K
23540,<=50K
17893,<=50K
1220,>50K
24864,>50K
11329,<=50K
19603,<=50K
5798,<=50K
28119,>50K
12884,<=50K
20099,<=50K
3356,>50K
22354,<=50K
20827,<=50K
23150,<=50K
18316,<=50K
11270,<=50K
17348,<=50K
6691,>50K
16005,>50K
2527,<=50K
4030,<=50K
28053,<=50K
24675,<=50K
9477,<=50K
11706,<=50K
16709,>50K
6763,<=50K
15563,<=50K
12304,<=50K
6535,<=50K
8575,>50K
25723,<=50K
1050,<=50K
23003,<=50K
23288,>50K
2794,<=50K
10102,<=50K
7906,<=50K
14827,<=50K
6469,<=50K
21595,<=50K
18723,<=50K
2955,<=50K
11284,<=50K
4949,<=50K
12601,<=50K
6935,<=50K
13073,<=50K
17423,<=50K
23339,<=50K
24185,>50K
12887,>50K
28886,<=50K
11370,<=50K
17356,<=50K
3918,<=50K
25696,<=50K
13430,>50K
29516,>50K
24069,<=50K
22339,<=50K
30658,<=50K
27262,>50K
10911,<=50K
28666,>50K
27572,<=50K
5608,<=50K
21734,>50K
29645,>50K
16728,<=50K
9863,>50K
17635,<=50K
29521,<=50K
16160,<=50K
29679,>50K
8942,>50K
5732,<=50K
30096,<=50K
22317,<=50K
20431,<=50K
28428,>50K
20134,<=50K
4560,>50K
6364,<=50K
15397,<=50K
9947,<=50K
28897,>50K
11557,<=50K
10481,<=50K
13806,<=50K
15457,<=50K
26134,<=50K
5639,<=50K
10997,>50K
4020,>50K
14945,>50K
24641,<=50K
19201,<=50K
5388,<=50K
14369,>50K
20838,<=50K
28088,>50K
13775,<=50K
14955,<=50K
21316,<=50K
2067,>50K
23749,<=50K
6884,<=50K
8841,>50K
16690,<=50K
28734,>50K
4322,<=50K
5265,<=50K
24422,<=50K
19139,<=50K
22363,<=50K
26932,<=50K
704,<=50K
5291,<=50K
21507,<=50K
24854,>50K
24264,>50K
21627,<=50K
8659,<=50K
9463,<=50K
8981,>50K
24298,>50K
1616,>50K
19810,>50K
13315,<=50K
6359,<=50K
9061,<=50K
266,>50K
9555,>50K
2433,<=50K
4625,>50K
29180,<=50K
26124,<=50K
24031,<=50K
29488,>50K
3787,>50K
30324,<=50K
4354,<=50K
25330,<=50K
17659,<=50K
10793,>50K
14594,>50K
23647,>50K
1562,>50K
26334,<=50K
11712,<=50K
8656,<=50K
10206,>50K
1316,<=50K
16498,<=50K
6498,<=50K
23626,<=50K
2198,>50K
2185,>50K
9815,<=50K
4431,<=50K
10637,>50K
25735,<=50K
18048,>50K
24128,<=50K
4162,<=50K
16421,<=50K
4104,<=50K
5621,>50K
5800,<=50K
4581,>50K
12825,<=50K
94,<=50K
24909,<=50K
29785,<=50K
11676,<=50K
18171,<=50K
28596,<=50K
2682,<=50K
16471,<=50K
10336,<=50K
5710,<=50K
1793,<=50K
16951,<=50K
23901,>50K
2222,<=50K
11480,>50K
2510,>50K
17623,<=50K
17616,<=50K
22557,<=50K
16564,<=50K
5344,<=50K
8171,<=50K
24827,<=50K
895,<=50K
26183,<=50K
8365,<=50K
1207,<=50K
6476,<=50K
496,<=50K
17073,<=50K
29262,<=50K
3606,<=50K
25938,<=50K
4569,>50K
6223,<=50K
16190,<=50K
15359,<=50K
29178,<=50K
25412,<=50K
9273,<=50K
2233,>50K
28130,>50K
15050,>50K
28569,<=50K
7583,<=50K
21039,<=50K
1434,<=50K
19706,<=50K
6944,<=50K
24310,<=50K
24950,<=50K
29933,<=50K
30664,<=50K
11331,<=50K
9283,<=50K
4001,<=50K
13704,>50K
6048,<=50K
29602,>50K
22715,<=50K
3957,<=50K
24833,<=50K
18153,<=50K
8446,<=50K
6515,<=50K
29743,>50K
29701,<=50K
14697,>50K
4171,<=50K
13359,<=50K
7052,>50K
30045,<=50K
22851,<=50K
8037,<=50K
9009,<=50K
11771,>50K
18516,>50K
8306,>50K
14746,>50K
21390,>50K
21443,>50K
17667,>50K
5500,<=50K
6184,<=50K
26208,>50K
8647,<=50K
22968,<=50K
24170,>50K
21154,>50K
18907,<=50K
12860,<=50K
26945,>50K
19753,<=50K
23507,<=50K
19362,<=50K
16017,<=50K
9490,>50K
29168,<=50K
19344,<=50K
11013,<=50K
21527,<=50K
21880,>50K
5062,<=50K
5990,<=50K
20536,<=50K
22419,>50K
7402,<=50K
15409,<=50K
16092,<=50K
29061,<=50K
19941,<=50K
13856,<=50K
19365,>50K
7313,<=50K
28187,>50K
988,<=50K
23868,<=50K
27434,<=50K
3126,<=50K
26353,<=50K
27943,<=50K
16979,<=50K
20752,<=50K
19968,<=50K
10467,<=50K
17426,>50K
17626,<=50K
30603,<=50K
2256,<=50K
14520,>50K
18436,>50K
7040,<=50K
6523,<=50K
18200,>50K
14973,>50K
27503,<=50K
20906,<=50K
6890,<=50K
18247,>50K
22617,<=50K
14295,<=50K
10709,<=50K
3618,>50K
23099,>50K
22164,<=50K
17220,<=50K
26837,<=50K
5425,<=50K
10706,<=50K
9675,<=50K
6107,<=50K
22695,<=50K
16644,<=50K
12780,<=50K
19783,<=50K
3532,<=50K
18159,<=50K
7879,<=50K
19700,>50K
14206,<=50K
12073,>50K
23261,>50K
5253,<=50K
10863,>50K
29140,<=50K
8697,>50K
3925,<=50K
19413,<=50K
21013,<=50K
21812,>50K
16967,<=50K
26604,<=50K
20155,>50K
21635,<=50K
17871,<=50K
22465,<=50K
24304,<=50K
15202,<=50K
14940,<=50K
11345,<=50K
29399,>50K
22314,<=50K
17260,>50K
13251,<=50K
5548,>50K
14570,<=50K
23741,<=50K
11621,<=50K
22808,<=50K
5229,<=50K
28089,<=50K
3846,<=50K
29491,<=50K
12311,<=50K
621,<=50K
2092,>50K
21103,<=50K
21085,<=50K
26126,<=50K
21278,<=50K
18233,<=50K
6093,<=50K
16693,<=50K
15626,<=50K
17031,>50K
10499,>50K
13801,<=50K
23663,<=50K
10470,<=50K
39,<=50K
632,<=50K
18030,<=50K
11821,>50K
10922,<=50K
9878,>50K
15468,<=50K
19015,>50K
20621,<=50K
8784,<=50K
26883,<=50K
16799,>50K
22976,<=50K
24438,<=50K
10409,<=50K
8041,<=50K
18804,<=50K
22282,<=50K
16943,<=50K
17466,<=50K
6491,>50K
9229,<=50K
21508,<=50K
24816,<=50K
28852,<=50K
16451,<=50K
4241,<=50K
24594,>50K
3265,<=50K
9813,<=50K
27470,<=50K
21962,<=50K
17422,>50K
18897,<=50K
16657,<=50K
18293,<=50K
15013,<=50K
23116,<=50K
14067,<=50K
15921,<=50K
15379,<=50K
20262,<=50K
680,<=50K
2904,<=50K
30313,>50K
27122,<=50K
11463,<=50K
10381,>50K
11188,>50K
13146,<=50K
9274,>50K
6295,<=50K
11623,<=50K
25991,<=50K
22420,<=50K
16541,<=50K
5023,<=50K
28988,<=50K
21415,<=50K
3143,<=50K
1694,<=50K
20618,<=50K
23784,<=50K
1962,<=50K
13277,>50K
26463,<=50K
20432,>50K
25452,<=50K
10621,<=50K
9691,<=50K
1986,<=50K
5055,<=50K
28622,>50K
16810,>50K
23796,<=50K
19929,<=50K
29597,<=50K
6914,<=50K
8539,<=50K
23297,<=50K
2976,<=50K
12024,<=50K
1460,<=50K
29485,<=50K
27690,<=50K
3066,<=50K
11671,<=50K
1033,<=50K
24596,<=50K
9865,<=50K
10883,<=50K
24775,<=50K
22833,<=50K
29850,>50K
3395,<=50K
5091,<=50K
13723,>50K
14936,>50K
3850,>50K
25969,<=50K
7648,>50K
12173,>50K
22815,<=50K
11360,<=50K
19505,<=50K
22277,<=50K
21051,<=50K
1794,<=50K
21461,>50K
8423,<=50K
24447,<=50K
339,<=50K
26388,<=50K
4727,<=50K
27921,<=50K
28660,<=50K
14464,>50K
5794,<=50K
16565,<=50K
3874,>50K
8010,<=50K
19060,<=50K
28939,<=50K
13054,<=50K
19961,<=50K
20730,<=50K
27753,>50K
6379,<=50K
12744,>50K
12216,>50K
10615,<=50K
17116,<=50K
3166,>50K
24896,>50K
314,<=50K
7562,<=50K
7501,>50K
23367,<=50K
5897,>50K
19649,>50K
25861,<=50K
12878,<=50K
7834,>50K
13577,>50K
11954,>50K
28299,>50K
61,>50K
11582,<=50K
30508,<=50K
1184,<=50K
4028,<=50K
9544,>50K
5635,<=50K
17608,<=50K
24325,<=50K
18013,>50K
22707,>50K
30430,<=50K
10794,>50K
6171,>50K
5164,>50K
3709,<=50K
23004,<=50K
1639,<=50K
4139,<=50K
10906,>50K
22256,<=50K
18886,>50K
1641,<=50K
20169,<=50K
9859,<=50K
24697,<=50K
30370,<=50K
16686,<=50K
6012,<=50K
24025,<=50K
9358,<=50K
16620,>50K
24111,>50K
26013,<=50K
20346,<=50K
9569,<=50K
27439,<=50K
19702,<=50K
13419,<=50K
5197,<=50K
14545,<=50K
25527,<=50K
4642,<=50K
20199,<=50K
13584,<=50K
25308,<=50K
24583,<=50K
26061,<=50K
27017,<=50K
17105,<=50K
18857,<=50K
17767,<=50K
3666,<=50K
2443,<=50K
24743,>50K
30550,<=50K
14066,<=50K
27903,<=50K
2017,<=50K
11852,<=50K
14326,<=50K
6511,<=50K
9307,<=50K
16287,<=50K
16839,<=50K
22892,>50K
8970,<=50K
8918,<=50K
23085,<=50K
20518,<=50K
3796,<=50K
599,<=50K
29979,<=50K
9198,>50K
12782,<=50K
25237,<=50K
18941,<=50K
15150,>50K
10944,<=50K
30095,<=50K
27260,<=50K
28830,>50K
20984,<=50K
26949,<=50K
29822,<=50K
24959,<=50K
10165,<=50K
26241,>50K
17552,>50K
19253,<=50K
5283,<=50K
21670,<=50K
26709,>50K
25954,<=50K
15204,<=50K
11450,>50K
15421,>50K
7940,>50K
28707,<=50K
25978,<=50K
15274,>50K
19569,>50K
19693,<=50K
3479,>50K
2894,<=50K
9518,>50K
19768,<=50K
13552,<=50K
19337,>50K
13470,<=50K
20683,<=50K
8491,>50K
3141,<=50K
12837,<=50K
13830,<=50K
19540,<=50K
26123,>50K
5266,<=50K
13347,<=50K
27256,<=50K
9923,<=50K
24127,<=50K
28566,<=50K
6897,<=50K
17702,<=50K
6720,<=50K
6657,<=50K
11616,>50K
18187,<=50K
6436,<=50K
26435,<=50K
9436,<=50K
11646,<=50K
13574,<=50K
11775,<=50K
27738,<=50K
4733,<=50K
8052,<=50K
27573,>50K
16536,<=50K
13816,<=50K
12113,<=50K
29362,<=50K
13523,<=50K
24851,<=50K
7311,<=50K
13212,>50K
22217,<=50K
9021,<=50K
6868,<=50K
8445,>50K
26773,<=50K
17396,>50K
30691,<=50K
21147,>50K
17803,<=50K
5783,<=50K
11083,>50K
3930,<=50K
8044,<=50K
22860,<=50K
15226,<=50K
22543,<=50K
23427,<=50K
6985,<=50K
3656,>50K
4430,<=50K
3994,<=50K
14041,<=50K
8339,<=50K
16685,<=50K
26381,<=50K
13466,<=50K
9402,<=50K
29424,<=50K
27005,<=50K
5986,<=50K
30543,<=50K
24578,<=50K
19386,<=50K
21403,<=50K
742,<=50K
23172,>50K
2410,<=50K
8696,<=50K
9046,<=50K
6008,<=50K
19975,<=50K
29938,<=50K
7524,<=50K
9031,<=50K
24619,<=50K
9050,<=50K
25613,<=50K
30294,<=50K
9992,<=50K
20788,>50K
544,<=50K
27401,>50K
15590,<=50K
27032,<=50K
774,<=50K
23508,<=50K
13088,<=50K
2845,>50K
18391,<=50K
7486,<=50K
28866,<=50K
3605,<=50K
6338,<=50K
23455,<=50K
11207,>50K
23733,<=50K
20944,<=50K
6354,<=50K
19543,<=50K
5131,<=50K
5487,<=50K
7260,<=50K
28075,<=50K
18367,<=50K
2360,<=50K
989,<=50K
1428,<=50K
1768,>50K
9267,<=50K
17650,<=50K
12573,>50K
4113,<=50K
22795,<=50K
3473,<=50K
25572,<=50K
11195,>50K
7980,<=50K
11198,<=50K
8410,<=50K
21997,>50K
15386,<=50K
26127,<=50K
536,<=50K
22993,<=50K
133,>50K
8479,>50K
8079,<=50K
6119,<=50K
23536,<=50K
18793,<=50K
7131,<=50K
4161,<=50K
7162,<=50K
19331,>50K
25106,<=50K
21267,<=50K
1018,<=50K
8996,<=50K
16759,>50K
30394,<=50K
14976,>50K
13259,<=50K
21814,<=50K
16862,<=50K
14266,<=50K
2610,<=50K
3715,<=50K
29413,<=50K
17519,<=50K
1589,<=50K
25678,<=50K
30463,<=50K
17976,<=50K
16379,<=50K
19806,>50K
20116,<=50K
16989,<=50K
16829,<=50K
7617,<=50K
7134,<=50K
7629,>50K
14083,<=50K
21923,<=50K
8180,<=50K
21102,<=50K
26782,>50K
9956,<=50K
1792,<=50K
25489,>50K
25349,<=50K
8892,<=50K
26509,<=50K
28139,<=50K
10623,<=50K
19052,<=50K
8601,>50K
1399,<=50K
4348,>50K
19884,<=50K
16605,>50K
10280,>50K
13998,<=50K
16234,<=50K
8272,<=50K
16798,<=50K
11698,<=50K
25274,<=50K
30602,>50K
24903,<=50K
25585,<=50K
543,>50K
14910,>50K
17708,>50K
1010,<=50K
23049,<=50K
2989,<=50K
6020,>50K
5403,<=50K
24611,<=50K
8761,>50K
18615,<=50K
18123,<=50K
7245,<=50K
1278,<=50K
13940,<=50K
21531,>50K
2135,<=50K
7051,>50K
15432,<=50K
13607,<=50K
9431,<=50K
5734,>50K
21536,>50K
17793,<=50K
9457,>50K
20690,<=50K
11045,>50K
25453,>50K
2927,<=50K
16983,>50K
29583,<=50K
24813,<=50K
8666,<=50K
26331,<=50K
1658,<=50K
26684,<=50K
12125,<=50K
6136,>50K
6923,<=50K
20404,<=50K
5707,<=50K
5346,<=50K
5114,<=50K
10622,>50K
9902,<=50K
20170,<=50K
18795,<=50K
21127,<=50K
28956,<=50K
23465,<=50K
21612,<=50K
23156,>50K
19904,<=50K
10917,>50K
2389,<=50K
14828,>50K
17661,<=50K
29288,<=50K
3137,<=50K
20441,<=50K
8896,<=50K
20524,>50K
11091,<=50K
7011,<=50K
7410,<=50K
19851,>50K
20640,<=50K
24105,<=50K
11217,>50K
11301,>50K
13038,>50K
29092,<=50K
814,<=50K
17851,<=50K
24268,<=50K
18959,>50K
19879,<=50K
2758,<=50K
2777,>50K
1501,<=50K
15886,<=50K
22493,<=50K
21012,<=50K
23897,<=50K
30315,<=50K
8560,<=50K
1680,<=50K
4490,>50K
2632,<=50K
7306,<=50K
25529,>50K
10365,>50K
12458,<=50K
2681,<=50K
5645,<=50K
12920,<=50K
21452,<=50K
24719,>50K
18801,<=50K
1958,<=50K
3744,<=50K
28537,<=50K
6745,<=50K
1352,<=50K
8518,<=50K
10137,>50K
29621,>50K
6630,>50K
2803,<=50K
16067,<=50K
28248,<=50K
10786,<=50K
28086,<=50K
18500,<=50K
30593,<=50K
30466,<=50K
14285,<=50K
8128,<=50K
23911,<=50K
26327,<=50K
26482,>50K
1354,<=50K
26234,<=50K
15371,<=50K
29435,>50K
6505,<=50K
29604,<=50K
24726,<=50K
14040,<=50K
17712,<=50K
20471,<=50K
9437,<=50K
19574,<=50K
19233,<=50K
25158,<=50K
3811,<=50K
12842,<=50K
17440,>50K
29999,<=50K
11410,>50K
13147,<=50K
1334,<=50K
15654,<=50K
11034,<=50K
30457,<=50K
23278,>50K
10719,<=50K
24942,<=50K
14615,<=50K
3782,<=50K
4294,>50K
14757,>50K
18485,<=50K
14851,>50K
2787,<=50K
7339,<=50K
30239,>50K
18325,<=50K
15246,<=50K
14837,>50K
10196,>50K
1747,>50K
15517,<=50K
28844,<=50K
20136,<=50K
26747,<=50K
11465,>50K
29263,>50K
4344,<=50K
15049,<=50K
16687,<=50K
902,<=50K
620,<=50K
25537,<=50K
29090,>50K
21690,<=50K
2277,>50K
21280,<=50K
4605,<=50K
8865,<=50K
16771,>50K
14744,>50K
12460,<=50K
25787,<=50K
9686,>50K
13214,>50K
4651,<=50K
12388,<=50K
4437,<=50K
9187,<=50K
15809,<=50K
28357,<=50K
27790,<=50K
27659,<=50K
15585,<=50K
9668,<=50K
3153,<=50K
21510,<=50K
9986,<=50K
28265,<=50K
5019,<=50K
9987,<=50K
23054,<=50K
14207,<=50K
1257,<=50K
4866,<=50K
21786,<=50K
27721,<=50K
4363,<=50K
30186,<=50K
23243,<=50K
3824,<=50K
18401,<=50K
17359,<=50K
26318,<=50K
8676,<=50K
7440,<=50K
27037,>50K
22410,<=50K
751,<=50K
13932,>50K
1689,>50K
29009,<=50K
7084,>50K
28640,>50K
18429,<=50K
7061,<=50K
15189,>50K
3921,<=50K
16288,>50K
25360,<=50K
12306,<=50K
14044,<=50K
6765,>50K
20061,<=50K
2238,<=50K
17242,<=50K
16385,<=50K
19687,>50K
13795,<=50K
806,<=50K
23063,>50K
27516,>50K
18737,<=50K
2034,<=50K
26634,<=50K
16526,<=50K
12840,<=50K
25923,<=50K
2392,<=50K
30657,<=50K
13696,>50K
5120,>50K
2470,<=50K
17866,>50K
15439,<=50K
23756,>50K
18909,<=50K
6507,<=50K
21853,>50K
25690,>50K
23555,<=50K
1111,<=50K
23235,>50K
4758,<=50K
13844,<=50K
21377,<=50K
30368,<=50K
10395,<=50K
30621,>50K
5528,<=50K
21371,<=50K
12165,<=50K
15444,<=50K
27688,<=50K
28156,>50K
27119,>50K
29929,<=50K
28515,>50K
12634,<=50K
28922,<=50K
14930,<=50K
24944,<=50K
13044,>50K
11611,<=50K
5870,<=50K
22186,<=50K
12031,>50K
23448,<=50K
8986,<=50K
21692,>50K
7977,<=50K
15008,<=50K
14789,<=50K
13239,<=50K
1670,<=50K
8096,<=50K
274,<=50K
7622,<=50K
4478,>50K
17441,<=50K
5293,<=50K
8369,<=50K
19175,<=50K
5075,<=50K
17093,<=50K
23045,<=50K
8769,<=50K
16557,<=50K
21632,<=50K
2095,>50K
1108,<=50K
22560,<=50K
21160,>50K
10573,<=50K
12653,>50K
374,<=50K
2004,<=50K
1173,<=50K
1746,<=50K
1905,<=50K
19669,<=50K
25653,<=50K
13566,<=50K
17350,>50K
11446,<=50K
15212,<=50K
9743,>50K
613,<=50K
26219,<=50K
28591,<=50K
15728,>50K
2862,<=50K
25557,<=50K
8430,<=50K
17853,<=50K
2561,<=50K
22389,<=50K
18569,<=50K
164,<=50K
16389,>50K
2906,>50K
27991,>50K
28449,<=50K
9217,<=50K
29646,<=50K
25081,<=50K
3847,<=50K
23726,>50K
28849,<=50K
7472,<=50K
28901,<=50K
