age,workclass,education_num,marital_status,occupation,relationship,sex,hours_per_week,income
18,Private,9,Never_married,Other_service,Own_child,Male,20,<=50K
28,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
27,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,45,<=50K
38,Private,9,Never_married,Machine_op_inspct,Not_in_family,Male,40,<=50K
33,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
25,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,40,>50K
38,Private,7,Never_married,Other_service,Own_child,Female,40,<=50K
23,Private,10,Never_married,Farming_fishing,Unmarried,Male,45,<=50K
40,Private,11,Divorced,Prof_specialty,Unmarried,Male,40,<=50K
36,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
20,Private,10,Never_married,Sales,Own_child,Female,20,<=50K
41,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,48,<=50K
44,Private,10,Separated,Adm_clerical,Unmarried,Female,38,<=50K
49,Self_emp_inc,13,Married_civ_spouse,Adm_clerical,Husband,Male,40,>50K
22,Private,12,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
26,Private,10,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
47,Private,12,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
48,Private,9,Widowed,Other_service,Unmarried,Female,25,<=50K
28,Self_emp_inc,9,Never_married,Exec_managerial,Own_child,Male,40,<=50K
37,Federal_gov,10,Separated,Exec_managerial,Not_in_family,Male,55,>50K
44,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
53,Private,13,Married_civ_spouse,Adm_clerical,Husband,Male,40,>50K
36,Private,14,Never_married,Exec_managerial,Not_in_family,Male,15,<=50K
77,Private,4,Married_civ_spouse,Machine_op_inspct,Husband,Male,30,<=50K
21,Private,9,Never_married,Other_service,Own_child,Male,35,<=50K
24,Private,13,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
30,Private,12,Never_married,Tech_support,Not_in_family,Female,40,<=50K
51,Local_gov,11,Divorced,Adm_clerical,Unmarried,Female,50,<=50K
22,Private,10,Divorced,Sales,Own_child,Female,30,<=50K
23,Private,10,Never_married,Sales,Own_child,Male,25,<=50K
47,Private,16,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
17,Private,8,Never_married,Sales,Own_child,Male,20,<=50K
48,Private,13,Never_married,Other_service,Not_in_family,Male,50,>50K
43,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
34,Private,8,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
19,Private,9,Never_married,Adm_clerical,Own_child,Female,35,<=50K
42,State_gov,10,Never_married,Exec_managerial,Not_in_family,Female,40,<=50K
23,Private,13,Never_married,Exec_managerial,Own_child,Male,40,<=50K
61,Self_emp_not_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
63,Private,7,Married_civ_spouse,Other_service,Husband,Male,30,<=50K
65,Private,9,Widowed,Sales,Unmarried,Female,40,<=50K
37,Private,11,Married_civ_spouse,Adm_clerical,Husband,Male,40,>50K
41,Local_gov,12,Married_civ_spouse,Tech_support,Husband,Male,40,>50K
35,Private,10,Married_civ_spouse,Protective_serv,Husband,Male,40,<=50K
21,Private,9,Divorced,Sales,Other_relative,Female,40,<=50K
48,Local_gov,13,Never_married,Adm_clerical,Unmarried,Female,35,<=50K
51,State_gov,10,Married_civ_spouse,Sales,Husband,Male,40,>50K
43,Private,13,Married_civ_spouse,Sales,Husband,Male,55,<=50K
22,State_gov,10,Never_married,Prof_specialty,Not_in_family,Male,15,<=50K
56,Self_emp_not_inc,10,Married_civ_spouse,Craft_repair,Husband,Male,60,<=50K
47,Private,9,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
26,Private,13,Never_married,Adm_clerical,Own_child,Male,24,<=50K
39,Private,10,Married_civ_spouse,Other_service,Wife,Female,24,<=50K
45,Self_emp_not_inc,10,Never_married,Farming_fishing,Own_child,Male,75,<=50K
49,Private,9,Divorced,Other_service,Unmarried,Male,40,<=50K
23,Private,9,Never_married,Handlers_cleaners,Not_in_family,Male,30,<=50K
69,Private,9,Married_civ_spouse,Adm_clerical,Husband,Male,36,<=50K
41,Federal_gov,14,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
40,Self_emp_not_inc,9,Separated,Exec_managerial,Other_relative,Male,40,<=50K
25,Private,9,Never_married,Machine_op_inspct,Not_in_family,Male,40,<=50K
52,Private,9,Never_married,Handlers_cleaners,Unmarried,Male,40,<=50K
28,Private,10,Never_married,Prof_specialty,Not_in_family,Female,50,<=50K
50,Federal_gov,12,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
21,Private,11,Never_married,Tech_support,Own_child,Female,30,<=50K
48,Private,10,Married_civ_spouse,Sales,Husband,Male,40,>50K
27,Private,15,Married_civ_spouse,Prof_specialty,Husband,Male,42,>50K
63,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,30,<=50K
47,State_gov,16,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
37,Self_emp_not_inc,16,Never_married,Prof_specialty,Not_in_family,Male,45,>50K
28,Private,10,Married_civ_spouse,Sales,Husband,Male,40,<=50K
58,Private,9,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
41,Private,10,Married_civ_spouse,Sales,Husband,Male,51,<=50K
67,Self_emp_inc,10,Married_civ_spouse,Sales,Husband,Male,40,<=50K
62,Self_emp_not_inc,9,Married_civ_spouse,Sales,Wife,Female,48,<=50K
28,Private,10,Married_civ_spouse,Handlers_cleaners,Husband,Male,40,>50K
26,Private,8,Never_married,Handlers_cleaners,Own_child,Male,40,<=50K
46,Self_emp_not_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,65,>50K
29,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
39,Private,13,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
25,Private,14,Never_married,Prof_specialty,Own_child,Female,35,<=50K
20,Private,10,Never_married,Sales,Not_in_family,Female,35,<=50K
21,Private,10,Never_married,Adm_clerical,Own_child,Male,40,<=50K
25,Private,13,Never_married,Prof_specialty,Not_in_family,Male,50,<=50K
44,Self_emp_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
37,Private,9,Never_married,Adm_clerical,Own_child,Male,38,<=50K
50,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
29,Private,9,Separated,Adm_clerical,Unmarried,Female,40,<=50K
18,Private,10,Never_married,Sales,Own_child,Female,21,<=50K
32,Private,13,Never_married,Exec_managerial,Unmarried,Female,40,<=50K
58,Private,11,Divorced,Adm_clerical,Not_in_family,Female,60,<=50K
50,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
29,Private,10,Never_married,Other_service,Not_in_family,Female,18,<=50K
58,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
29,State_gov,10,Never_married,Other_service,Own_child,Female,40,<=50K
36,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,45,>50K
21,Private,9,Never_married,Craft_repair,Not_in_family,Male,35,<=50K
49,Private,9,Divorced,Exec_managerial,Unmarried,Female,40,<=50K
60,Private,14,Divorced,Prof_specialty,Not_in_family,Female,50,<=50K
39,Private,10,Married_civ_spouse,Sales,Husband,Male,50,>50K
50,Private,12,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
30,Private,10,Never_married,Sales,Not_in_family,Female,48,<=50K
55,Private,9,Divorced,Other_service,Not_in_family,Male,40,<=50K
64,Local_gov,9,Divorced,Transport_moving,Unmarried,Male,20,<=50K
29,Self_emp_inc,12,Never_married,Prof_specialty,Other_relative,Female,40,<=50K
40,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
42,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,50,<=50K
55,Private,9,Widowed,Sales,Unmarried,Female,40,<=50K
43,Private,9,Divorced,Transport_moving,Not_in_family,Male,45,<=50K
28,Private,8,Never_married,Sales,Not_in_family,Male,40,<=50K
46,State_gov,12,Married_civ_spouse,Tech_support,Husband,Male,38,>50K
34,Private,9,Never_married,Machine_op_inspct,Unmarried,Male,40,<=50K
47,Private,14,Married_civ_spouse,Adm_clerical,Wife,Female,38,>50K
43,Self_emp_not_inc,14,Never_married,Exec_managerial,Not_in_family,Female,40,<=50K
24,Private,10,Never_married,Adm_clerical,Own_child,Female,25,<=50K
21,Private,7,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
65,Private,13,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
20,Private,10,Never_married,Other_service,Not_in_family,Male,40,<=50K
31,State_gov,14,Divorced,Adm_clerical,Not_in_family,Female,25,<=50K
38,State_gov,9,Married_civ_spouse,Adm_clerical,Husband,Male,40,<=50K
22,Private,10,Never_married,Sales,Not_in_family,Male,40,<=50K
20,Private,10,Never_married,Prof_specialty,Not_in_family,Female,20,<=50K
44,Private,10,Married_civ_spouse,Sales,Husband,Male,60,<=50K
44,Local_gov,14,Married_civ_spouse,Prof_specialty,Wife,Female,40,<=50K
41,Private,16,Married_civ_spouse,Prof_specialty,Husband,Male,60,>50K
38,Private,9,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
21,Private,10,Never_married,Other_service,Own_child,Female,25,<=50K
24,Private,10,Married_spouse_absent,Sales,Unmarried,Female,30,<=50K
24,Private,14,Never_married,Prof_specialty,Not_in_family,Female,45,<=50K
28,Private,9,Married_civ_spouse,Adm_clerical,Own_child,Female,40,<=50K
39,Private,13,Never_married,Exec_managerial,Not_in_family,Female,35,<=50K
48,Private,10,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
24,Local_gov,9,Never_married,Protective_serv,Not_in_family,Male,40,<=50K
50,Private,9,Married_civ_spouse,Prof_specialty,Husband,Male,35,>50K
50,Local_gov,10,Married_civ_spouse,Craft_repair,Husband,Male,55,<=50K
68,Private,10,Married_civ_spouse,Adm_clerical,Husband,Male,40,<=50K
31,State_gov,14,Married_civ_spouse,Prof_specialty,Husband,Male,50,<=50K
22,Private,2,Never_married,Craft_repair,Not_in_family,Male,40,<=50K
25,Private,9,Married_spouse_absent,Machine_op_inspct,Not_in_family,Male,40,<=50K
28,Private,10,Never_married,Sales,Not_in_family,Female,40,<=50K
17,Local_gov,7,Never_married,Adm_clerical,Own_child,Female,15,<=50K
24,State_gov,16,Never_married,Prof_specialty,Not_in_family,Female,99,<=50K
20,Private,6,Separated,Sales,Not_in_family,Female,36,<=50K
45,Federal_gov,12,Married_civ_spouse,Adm_clerical,Husband,Male,40,>50K
44,Private,10,Married_spouse_absent,Craft_repair,Unmarried,Female,45,<=50K
57,Private,4,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
33,Private,13,Married_civ_spouse,Sales,Husband,Male,55,>50K
22,Private,10,Never_married,Protective_serv,Own_child,Male,24,<=50K
41,Private,9,Divorced,Other_service,Not_in_family,Female,40,<=50K
51,Self_emp_inc,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
46,Local_gov,13,Separated,Prof_specialty,Unmarried,Male,40,<=50K
52,Private,9,Divorced,Machine_op_inspct,Not_in_family,Female,38,<=50K
50,Private,13,Married_civ_spouse,Sales,Husband,Male,40,>50K
26,Self_emp_inc,13,Never_married,Adm_clerical,Own_child,Female,50,<=50K
17,Private,6,Never_married,Sales,Other_relative,Female,12,<=50K
64,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
51,Private,9,Married_civ_spouse,Tech_support,Husband,Male,40,>50K
28,Self_emp_not_inc,9,Married_civ_spouse,Prof_specialty,Husband,Male,35,<=50K
51,Private,13,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
39,Self_emp_not_inc,13,Divorced,Adm_clerical,Not_in_family,Male,40,<=50K
48,Private,10,Divorced,Other_service,Unmarried,Female,32,<=50K
44,Private,10,Married_civ_spouse,Other_service,Own_child,Female,40,>50K
47,Private,7,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
52,Private,9,Widowed,Craft_repair,Own_child,Female,40,<=50K
58,Private,10,Never_married,Adm_clerical,Not_in_family,Female,39,<=50K
19,Private,7,Never_married,Other_service,Not_in_family,Female,40,<=50K
40,Private,13,Married_civ_spouse,Tech_support,Husband,Male,40,>50K
23,Private,10,Never_married,Adm_clerical,Own_child,Male,40,<=50K
31,Private,13,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
40,Local_gov,12,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
48,Self_emp_inc,10,Married_civ_spouse,Sales,Husband,Male,38,>50K
46,Private,14,Divorced,Exec_managerial,Not_in_family,Female,50,>50K
32,Private,9,Married_civ_spouse,Handlers_cleaners,Wife,Female,40,<=50K
50,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
18,Private,9,Never_married,Machine_op_inspct,Not_in_family,Male,37,<=50K
26,Private,14,Never_married,Exec_managerial,Not_in_family,Female,30,<=50K
36,Private,13,Never_married,Sales,Not_in_family,Female,20,<=50K
26,Private,11,Divorced,Sales,Own_child,Female,35,<=50K
19,Private,10,Never_married,Sales,Own_child,Female,15,<=50K
53,Private,12,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
54,Private,10,Never_married,Sales,Not_in_family,Male,41,<=50K
29,Private,10,Married_civ_spouse,Adm_clerical,Own_child,Female,6,<=50K
81,Private,14,Widowed,Prof_specialty,Unmarried,Male,60,<=50K
37,Private,14,Never_married,Prof_specialty,Not_in_family,Female,38,>50K
40,Private,11,Divorced,Transport_moving,Not_in_family,Male,50,>50K
36,Private,10,Widowed,Adm_clerical,Unmarried,Female,40,<=50K
18,Private,8,Never_married,Adm_clerical,Own_child,Female,30,<=50K
44,State_gov,7,Separated,Tech_support,Not_in_family,Male,40,<=50K
36,Private,9,Separated,Other_service,Unmarried,Female,35,<=50K
69,State_gov,16,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
17,Private,8,Never_married,Prof_specialty,Own_child,Male,7,<=50K
38,Private,11,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
27,Private,9,Never_married,Machine_op_inspct,Unmarried,Male,40,<=50K
52,Private,12,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
24,Private,12,Never_married,Sales,Not_in_family,Male,35,<=50K
57,Private,13,Married_civ_spouse,Exec_managerial,Wife,Female,40,<=50K
19,Private,6,Never_married,Machine_op_inspct,Own_child,Female,40,<=50K
38,Private,9,Divorced,Craft_repair,Not_in_family,Male,50,<=50K
46,Private,4,Married_spouse_absent,Priv_house_serv,Unmarried,Female,24,<=50K
21,Private,9,Married_civ_spouse,Prof_specialty,Own_child,Male,40,>50K
29,Private,10,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
26,Private,9,Married_civ_spouse,Farming_fishing,Husband,Male,70,<=50K
28,Private,9,Separated,Farming_fishing,Not_in_family,Male,55,<=50K
26,Private,10,Married_civ_spouse,Sales,Wife,Female,40,<=50K
49,Private,13,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
28,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,55,<=50K
57,Federal_gov,10,Divorced,Other_service,Not_in_family,Male,40,<=50K
60,Private,4,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
38,Private,9,Married_civ_spouse,Adm_clerical,Husband,Male,42,<=50K
51,Self_emp_not_inc,9,Married_civ_spouse,Craft_repair,Husband,Male,60,<=50K
60,Private,10,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
37,Private,13,Married_civ_spouse,Exec_managerial,Other_relative,Male,47,<=50K
44,Federal_gov,9,Never_married,Craft_repair,Own_child,Female,40,<=50K
19,Self_emp_not_inc,10,Never_married,Other_service,Own_child,Female,25,<=50K
59,Private,14,Married_civ_spouse,Craft_repair,Wife,Female,35,<=50K
50,Private,9,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
35,Federal_gov,13,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
46,Federal_gov,10,Divorced,Machine_op_inspct,Unmarried,Male,40,<=50K
18,Private,10,Never_married,Sales,Own_child,Male,35,<=50K
32,Private,3,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
32,Private,11,Divorced,Other_service,Unmarried,Female,40,<=50K
39,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
25,Private,9,Never_married,Craft_repair,Other_relative,Female,40,<=50K
30,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
37,Private,13,Married_civ_spouse,Tech_support,Husband,Male,40,>50K
38,Self_emp_inc,10,Married_civ_spouse,Exec_managerial,Husband,Male,80,>50K
36,Private,12,Divorced,Other_service,Unmarried,Female,37,<=50K
56,Private,10,Married_civ_spouse,Sales,Husband,Male,40,>50K
35,Federal_gov,13,Widowed,Adm_clerical,Not_in_family,Male,40,>50K
56,Private,9,Divorced,Adm_clerical,Not_in_family,Male,41,<=50K
17,Private,6,Never_married,Other_service,Own_child,Male,14,<=50K
46,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
56,Private,9,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
61,State_gov,8,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
25,Private,10,Married_civ_spouse,Sales,Husband,Male,43,<=50K
27,Private,9,Never_married,Machine_op_inspct,Unmarried,Female,40,<=50K
50,Self_emp_not_inc,9,Married_civ_spouse,Farming_fishing,Husband,Male,30,<=50K
33,Self_emp_not_inc,11,Married_civ_spouse,Farming_fishing,Husband,Male,62,<=50K
33,Private,11,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
38,Private,10,Never_married,Farming_fishing,Unmarried,Male,60,<=50K
51,Private,7,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
27,Private,12,Never_married,Sales,Not_in_family,Male,42,<=50K
49,Local_gov,14,Widowed,Prof_specialty,Unmarried,Female,16,<=50K
26,Private,9,Separated,Machine_op_inspct,Unmarried,Female,40,<=50K
42,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
37,Private,13,Never_married,Machine_op_inspct,Not_in_family,Male,32,<=50K
38,Private,10,Never_married,Adm_clerical,Own_child,Female,40,<=50K
48,Private,9,Married_civ_spouse,Other_service,Husband,Male,40,>50K
41,Private,13,Divorced,Tech_support,Unmarried,Male,45,>50K
33,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,60,<=50K
30,Private,9,Never_married,Other_service,Not_in_family,Male,40,<=50K
25,State_gov,13,Never_married,Prof_specialty,Not_in_family,Female,50,<=50K
50,Private,13,Married_civ_spouse,Sales,Husband,Male,40,>50K
54,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,36,>50K
37,Private,7,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
59,Self_emp_not_inc,13,Married_civ_spouse,Sales,Husband,Male,55,>50K
17,Private,6,Never_married,Sales,Own_child,Female,24,<=50K
56,Self_emp_not_inc,9,Widowed,Adm_clerical,Unmarried,Female,40,>50K
57,Private,9,Divorced,Other_service,Not_in_family,Male,38,<=50K
33,Private,6,Never_married,Other_service,Own_child,Male,20,<=50K
41,Self_emp_not_inc,14,Married_civ_spouse,Craft_repair,Husband,Male,65,<=50K
45,Private,13,Widowed,Other_service,Own_child,Female,40,<=50K
50,Private,9,Married_civ_spouse,Sales,Husband,Male,48,<=50K
18,Private,9,Never_married,Sales,Other_relative,Male,25,<=50K
19,Private,10,Never_married,Adm_clerical,Own_child,Female,20,<=50K
26,Private,10,Married_civ_spouse,Prof_specialty,Wife,Female,40,<=50K
41,Private,10,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
29,Private,9,Never_married,Craft_repair,Not_in_family,Male,50,<=50K
27,Private,10,Never_married,Craft_repair,Not_in_family,Male,40,<=50K
35,Private,9,Divorced,Adm_clerical,Unmarried,Female,38,<=50K
37,Private,13,Never_married,Craft_repair,Not_in_family,Male,90,>50K
22,Private,7,Never_married,Adm_clerical,Not_in_family,Male,40,<=50K
25,Private,6,Never_married,Priv_house_serv,Own_child,Female,24,<=50K
26,Private,9,Married_civ_spouse,Sales,Husband,Male,50,<=50K
27,Local_gov,9,Divorced,Protective_serv,Own_child,Male,40,<=50K
26,Private,13,Never_married,Adm_clerical,Not_in_family,Male,65,<=50K
51,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
45,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
60,Private,9,Married_civ_spouse,Sales,Husband,Male,40,<=50K
35,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,55,>50K
24,Private,9,Never_married,Machine_op_inspct,Own_child,Male,40,<=50K
40,Local_gov,9,Divorced,Craft_repair,Own_child,Female,40,<=50K
44,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
65,Private,9,Divorced,Exec_managerial,Other_relative,Female,50,<=50K
52,Self_emp_inc,10,Married_civ_spouse,Adm_clerical,Wife,Female,40,>50K
38,Private,9,Separated,Craft_repair,Unmarried,Female,35,<=50K
18,Private,7,Never_married,Sales,Own_child,Female,49,<=50K
24,Private,11,Never_married,Machine_op_inspct,Own_child,Male,40,<=50K
52,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,60,<=50K
21,Private,9,Never_married,Machine_op_inspct,Not_in_family,Male,44,<=50K
67,Self_emp_not_inc,16,Married_civ_spouse,Sales,Husband,Male,40,>50K
64,Self_emp_not_inc,10,Widowed,Craft_repair,Not_in_family,Female,8,<=50K
25,Private,10,Never_married,Exec_managerial,Own_child,Male,40,<=50K
34,Federal_gov,14,Married_civ_spouse,Adm_clerical,Husband,Male,50,>50K
39,Self_emp_not_inc,9,Married_civ_spouse,Farming_fishing,Husband,Male,50,<=50K
26,Private,9,Never_married,Handlers_cleaners,Own_child,Male,52,<=50K
19,Private,6,Never_married,Farming_fishing,Own_child,Male,25,<=50K
35,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
26,Private,14,Never_married,Prof_specialty,Not_in_family,Female,40,<=50K
38,Private,9,Separated,Other_service,Own_child,Male,35,<=50K
45,Private,10,Married_civ_spouse,Machine_op_inspct,Husband,Male,65,<=50K
18,Private,7,Never_married,Other_service,Unmarried,Female,28,<=50K
51,Private,10,Divorced,Adm_clerical,Not_in_family,Female,63,<=50K
36,Private,9,Separated,Other_service,Unmarried,Female,28,<=50K
18,Private,10,Never_married,Other_service,Own_child,Female,16,<=50K
37,Local_gov,11,Never_married,Protective_serv,Not_in_family,Male,40,<=50K
37,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
39,Federal_gov,9,Married_civ_spouse,Adm_clerical,Wife,Female,40,>50K
21,Private,10,Never_married,Other_service,Own_child,Male,40,<=50K
46,State_gov,16,Married_civ_spouse,Prof_specialty,Husband,Male,45,>50K
33,Private,9,Separated,Sales,Not_in_family,Female,35,<=50K
23,Private,13,Never_married,Adm_clerical,Unmarried,Female,40,<=50K
52,Self_emp_not_inc,9,Divorced,Sales,Unmarried,Male,40,<=50K
28,Private,9,Never_married,Adm_clerical,Own_child,Female,40,<=50K
23,State_gov,10,Never_married,Prof_specialty,Not_in_family,Male,40,<=50K
48,Self_emp_inc,10,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
17,Private,7,Never_married,Sales,Own_child,Female,20,<=50K
22,Self_emp_not_inc,10,Never_married,Prof_specialty,Own_child,Female,3,<=50K
26,Private,9,Never_married,Adm_clerical,Own_child,Male,80,>50K
40,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
90,Private,6,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
28,Private,9,Divorced,Sales,Own_child,Female,40,<=50K
44,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
29,Private,13,Married_civ_spouse,Other_service,Husband,Male,42,>50K
45,Private,11,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
43,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,>50K
49,Federal_gov,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
27,Private,13,Never_married,Tech_support,Own_child,Male,50,<=50K
60,Self_emp_not_inc,9,Divorced,Craft_repair,Unmarried,Female,40,<=50K
33,Private,9,Married_civ_spouse,Machine_op_inspct,Wife,Female,40,<=50K
53,Self_emp_not_inc,6,Married_civ_spouse,Craft_repair,Husband,Male,50,>50K
19,Private,10,Never_married,Sales,Not_in_family,Male,40,<=50K
28,Self_emp_not_inc,9,Divorced,Farming_fishing,Not_in_family,Male,40,<=50K
22,Private,12,Never_married,Handlers_cleaners,Own_child,Male,20,<=50K
48,Self_emp_not_inc,9,Married_civ_spouse,Transport_moving,Husband,Male,60,<=50K
19,Private,10,Never_married,Other_service,Own_child,Female,25,<=50K
28,Private,11,Married_civ_spouse,Other_service,Other_relative,Female,40,<=50K
58,Private,10,Married_civ_spouse,Sales,Husband,Male,40,<=50K
19,Self_emp_not_inc,10,Never_married,Craft_repair,Own_child,Female,25,<=50K
22,Private,10,Never_married,Craft_repair,Own_child,Male,40,<=50K
52,Self_emp_not_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
31,Private,13,Married_civ_spouse,Machine_op_inspct,Husband,Male,50,<=50K
50,Self_emp_not_inc,16,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
62,Private,9,Widowed,Craft_repair,Unmarried,Male,40,<=50K
26,Private,13,Never_married,Prof_specialty,Not_in_family,Male,50,<=50K
64,State_gov,9,Widowed,Adm_clerical,Not_in_family,Female,24,<=50K
38,Private,10,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
44,Private,15,Married_civ_spouse,Prof_specialty,Husband,Male,80,>50K
28,Self_emp_not_inc,9,Divorced,Exec_managerial,Not_in_family,Female,40,<=50K
19,Private,9,Never_married,Other_service,Own_child,Female,52,<=50K
39,Private,9,Never_married,Machine_op_inspct,Not_in_family,Female,10,<=50K
50,Private,6,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
39,Self_emp_inc,14,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
36,Private,13,Never_married,Tech_support,Own_child,Male,40,<=50K
39,Private,11,Married_civ_spouse,Handlers_cleaners,Husband,Male,49,<=50K
51,Self_emp_inc,12,Never_married,Sales,Not_in_family,Female,25,<=50K
28,Private,9,Never_married,Other_service,Own_child,Female,32,<=50K
57,Self_emp_not_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,30,>50K
40,Local_gov,15,Separated,Prof_specialty,Own_child,Female,40,<=50K
27,Private,10,Divorced,Sales,Unmarried,Female,40,<=50K
32,Private,10,Never_married,Sales,Own_child,Male,60,<=50K
49,State_gov,9,Divorced,Exec_managerial,Unmarried,Female,44,<=50K
34,Self_emp_not_inc,6,Never_married,Other_service,Own_child,Female,40,<=50K
24,Private,9,Never_married,Machine_op_inspct,Own_child,Male,40,<=50K
54,Private,4,Divorced,Machine_op_inspct,Not_in_family,Male,40,<=50K
52,Private,8,Married_civ_spouse,Craft_repair,Husband,Male,45,<=50K
43,Private,7,Married_civ_spouse,Handlers_cleaners,Wife,Female,25,<=50K
35,Private,10,Married_civ_spouse,Machine_op_inspct,Husband,Male,46,<=50K
56,Private,9,Divorced,Transport_moving,Not_in_family,Male,30,<=50K
30,Private,9,Never_married,Craft_repair,Not_in_family,Male,40,<=50K
54,Private,9,Widowed,Other_service,Unmarried,Female,40,<=50K
35,Private,13,Never_married,Sales,Not_in_family,Male,50,<=50K
32,Private,10,Never_married,Adm_clerical,Own_child,Female,40,<=50K
44,Self_emp_inc,13,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
