,passenger_id,survived,male,female,age,number_sibling_spouse,number_parent_children,fare,embarked_southampton,embarked_cherbourg,embarked_queenstown,ticket_class
860,861,0,1,0,41.0,2,0,14.1083,1,0,0,3.0
861,862,0,1,0,20.0,1,0,11.5,1,0,0,2.0
862,863,1,0,1,46.0,0,0,25.9292,1,0,0,1.0
863,864,0,0,1,14.0,8,2,69.55,1,0,0,3.0
864,865,0,1,0,24.0,0,0,13.0,1,0,0,2.0
865,866,1,0,1,42.0,0,0,13.0,1,0,0,2.0
866,867,1,0,1,27.0,1,0,13.8583,0,1,0,2.0
867,868,0,1,0,31.0,0,0,50.4958,1,0,0,1.0
868,869,0,1,0,23.0,0,0,9.5,1,0,0,3.0
869,870,1,1,0,4.0,1,1,11.1333,1,0,0,3.0
870,871,0,1,0,26.0,0,0,7.8958,1,0,0,3.0
871,872,1,0,1,46.0,1,1,52.5542,1,0,0,1.0
872,873,0,1,0,33.0,0,0,5.0,1,0,0,1.0
873,874,0,1,0,46.0,0,0,9.0,1,0,0,3.0
874,875,1,0,1,28.0,1,0,24.0,0,1,0,2.0
875,876,1,0,1,15.0,0,0,7.225,0,1,0,3.0
876,877,0,1,0,19.0,0,0,9.8458,1,0,0,3.0
877,878,0,1,0,19.0,0,0,7.8958,1,0,0,3.0
878,879,0,1,0,23.0,0,0,7.8958,1,0,0,3.0
879,880,1,0,1,56.0,0,1,83.1583,0,1,0,1.0
880,881,1,0,1,25.0,0,1,26.0,1,0,0,2.0
881,882,0,1,0,33.0,0,0,7.8958,1,0,0,3.0
882,883,0,0,1,22.0,0,0,10.5167,1,0,0,3.0
883,884,0,1,0,28.0,0,0,10.5,1,0,0,2.0
884,885,0,1,0,25.0,0,0,7.05,1,0,0,3.0
885,886,0,0,1,39.0,0,5,29.125,0,0,1,3.0
886,887,0,1,0,27.0,0,0,13.0,1,0,0,2.0
887,888,1,0,1,19.0,0,0,30.0,1,0,0,1.0
888,889,0,0,1,7.0,1,2,23.45,1,0,0,3.0
889,890,1,1,0,26.0,0,0,30.0,0,1,0,1.0
890,891,0,1,0,43.0,0,0,7.75,0,0,1,3.0
